----------------------------------------------------------------
GoodSync Job Script
----------------------------------------------------------------
2018-10-06--00-16-29
----------------------------------------------------------------
Total Job Count =
1043
Blank Job Set Count =
90
Job Set Minus Blank Job Set Count =
953
----------------------------------------------------------------
KEY SYSTEM
X = Blank Jobber
0 = Worker Jobber
----------------------------------------------------------------
Script Text Generator
\SCRIPTER\SCRIPTER CODE -- VBS\VBS 28-GOODSYNC JOB WORK COUNT.VBS
----------------------------------------------------------------

0001--x--0000 0 0 KEY SYSTEM ____ ____
0002--x--0000 0 1X=1-ASUS-X5DIJ _ WIN-XP-PRO 64-BIT____ ____
0003--x--0000 0 2E=2-ASUS-EEE ___ WIN-XP-PRO 32-BIT LOW END ATOM____ ____
0004--x--0000 0 3L=3-LINDA-PC ___ WIN-7 64-BIT ACER_ASPIRE_ONE LOW END ATOM____ ____
0005--x--0000 0 4G=4-ASUS-GL522VW __ WIN-10-PRO HIGH END INTEL-7 16GB-DDR4-MEMORY____ ____
0006--x--0000 0 5P=5-ASUS-P2520LA __ WIN-7-PRO INTEL-5____ ____
0007--x--0000 0 7G=7-ASUS-GL522VW __ WIN-10-PRO HIGH END INTEL-7 32GB-DDR4-MEMORY____ ____
0008--x--0000 0 8M=8-MSI-GP62M-7RD _ WIN-10-PRO HIGH END INTEL-7 8GB-DDR4-MEMORY____ ____
0009--x--0000 0 C=C-DRIVE 2TB INTERNAL
0010--x--0000 0 D=D-DRIVE 2TB INTERNAL
0011--x--0000 0 E=E-DRIVE 4GB SMALL FOR SPECIAL FOLDER SET NTFS NOW OLD INFO ___ ___
0012--x--0000 0 GSD=GOOD SYNC DIRECT _ WHEN HARD TO ACCESS PART OF FILE SYSTEM___ ___
0013--x--0000 0 GSD=GOODSYNC SERVER IS PROVIDED BY GS CALLED P2P INTERFACE___ ___
0014--0  0000 CHIME DONG
0436--0  D KAT-MP3 RECORDER 7G 5P
0437--0  D KAT-MP3 RECORDER 7G 5P GSD
0438--0  D KAT-MP3 RECORDER 7G 8M
0439--x--D LAPLINK 0 PARTITON IMAGES BACKER ___ ___
0440--0  D LAPLINK 7G 4G
0441--0  D LAPLINK 7G 8M
0442--0  D MICROSOFT __ 7G 1X
0443--0  D MICROSOFT __ 7G 2E
0444--0  D MICROSOFT __ 7G 3L
0445--0  D MICROSOFT __ 7G 4G
0446--0  D MICROSOFT __ 7G 5P
0447--0  D MICROSOFT __ 7G 8M
0448--0  D MICROSOFT __ MS INSTALLER CODE
0449--0  D MOBILE 01 7G 4G
0450--0  D MOBILE 02 7G 4G
0451--x--D MUSIC 0____ ____ ____
0452--0  D MUSIC 7G 1X
0453--0  D MUSIC 7G 1X GSD
0454--0  D MUSIC 7G 4G
0455--0  D MUSIC 7G 5P
0456--0  D MUSIC 7G 8M
0457--0  D MUSIC __ VB MUSIC INFO LOGGER SYNC
0458--0  D MUSIC MP3 TALK BOOK __ 128 GB HAMA
0459--0  D MUSIC MP3 TALK BOOK __ 128 GB HAMA (1)
0460--0  D MUSIC MP3 TALK BOOK __ 128 GB HAMA (2)
0461--0  D MUSIC MP3 TALK BOOK __ 128 GB OUT_DOOR
0462--0  D MUSIC MP3 TALK BOOK __ 64 GB RUIZU _ TALKER
0463--x--D NOKIA # MY E72 MOBIL TELEPHONE____ ____
0464--0  D NOKIA 00 1 VF
0465--0  D NOKIA 00 2 BT
0466--0  D NOKIA 00 2 BT TOTAL RECALL
0467--0  D NOKIA 00 3 OD
0468--0  D NOKIA 01 SYS 1 VF
0469--0  D NOKIA 01 SYS 2 BT
0470--0  D NOKIA 01 SYS 3 OD
0471--0  D NOKIA IMAGE 01 D SYNC IMAGE
0472--0  D NOKIA IMAGE 01 D SYNC VIDEO
0473--0  D NOKIA IMAGE 01 NAKED 1 VF
0474--0  D NOKIA IMAGE 01 NAKED 2 BT
0475--0  D NOKIA IMAGE 01 NAKED 3 OD
0476--0  D NOKIA IMAGE 02 BT IMAGE
0477--0  D NOKIA IMAGE 02 BT VIDEO
0478--0  D NOKIA IMAGE 02 OD IMAGE
0479--0  D NOKIA IMAGE 02 OD VIDEO
0480--0  D NOKIA IMAGE 02 VF IMAGE
0481--0  D NOKIA IMAGE 02 VF VIDEO
0482--0  D SNAPSHOT HIKVISION CCSE _ 7G _ 8M
0483--x--D VIDEO 0____ ____ _____
0484--0  D VIDEO 7G 4G
0485--0  D VIDEO 7G 8M
0486--x--E 0 FAT32 4GB _ 7G 0 SMALL DRIVE FOR SPECIAL FOLDERS NTFS_NOW ____ ____
0487--x--E 0 FAT32 4GB _ 7G 1X 0____ ____ ____
0488--0  E 0 FAT32 4GB _ 7G 1X _1_ ALL DONT EXISTOR
0489--0  E 0 FAT32 4GB _ 7G 1X _2_ INCL
0490--0  E 0 FAT32 4GB _ 7G 1X _2_ INCL GSD
0491--0  E 0 FAT32 4GB _ 7G 1X _3_ QUICKER
0492--0  E 0 FAT32 4GB _ 7G 1X _3_ QUICKER GSD
0493--0  E 0 FAT32 4GB _ 7G 1X _4_ QUICKER_CRC
0494--x--E 0 FAT32 4GB _ 7G 2E 0____ ____ ____
0495--0  E 0 FAT32 4GB _ 7G 2E _1_ ALL DONT EXISTOR
0496--0  E 0 FAT32 4GB _ 7G 2E _2_ INCL
0497--0  E 0 FAT32 4GB _ 7G 2E _2_ INCL GSD
0498--0  E 0 FAT32 4GB _ 7G 2E _3_ QUICKER
0499--0  E 0 FAT32 4GB _ 7G 2E _3_ QUICKER _ GSD
0500--0  E 0 FAT32 4GB _ 7G 2E _4_ QUICKER_CRC
0501--x--E 0 FAT32 4GB _ 7G 3L 0____ ____ ____
0502--0  E 0 FAT32 4GB _ 7G 3L _1_ ALL DONT EXISTOR
0503--0  E 0 FAT32 4GB _ 7G 3L _2_ INCL
0504--0  E 0 FAT32 4GB _ 7G 3L _2_ INCL GSD
0505--0  E 0 FAT32 4GB _ 7G 3L _3_ QUICKER
0506--0  E 0 FAT32 4GB _ 7G 3L _3_ QUICKER GSC
0507--0  E 0 FAT32 4GB _ 7G 3L _4_ QUICKER_CRC
0508--x--E 0 FAT32 4GB _ 7G 4G 0____ ____ ____
0509--0  E 0 FAT32 4GB _ 7G 4G _1_ ALL DONT EXISTOR
0510--0  E 0 FAT32 4GB _ 7G 4G _2_ INCL
0511--0  E 0 FAT32 4GB _ 7G 4G _3_ QUICKER
0512--0  E 0 FAT32 4GB _ 7G 4G _4_ QUICKER_CRC
0513--x--E 0 FAT32 4GB _ 7G 5P 0____ ____ ____
0514--0  E 0 FAT32 4GB _ 7G 5P _1_ ALL DONT EXISTOR
0515--0  E 0 FAT32 4GB _ 7G 5P _2_ INCL
0516--0  E 0 FAT32 4GB _ 7G 5P _3_ QUICKER
0517--0  E 0 FAT32 4GB _ 7G 5P _4_ QUICKER_CRC
0518--x--E 0 FAT32 4GB _ 7G 8M 0____ ____ ____
0519--0  E 0 FAT32 4GB _ 7G 8M _1_ ALL DONT EXISTOR
0520--0  E 0 FAT32 4GB _ 7G 8M _2_ INCL
0521--0  E 0 FAT32 4GB _ 7G 8M _3_ QUICKER
0522--0  E 0 FAT32 4GB _ 7G 8M _4_ QUICKER_CRC
0523--0  E 03 USEFUL SHORTCUTS vs LINKFOLDER
0524--0  E DESKTOP ____ ____ ____
0525--0  E DESKTOP COMMON MOVE 1X
0526--0  E DESKTOP COMMON MOVE 2E
0527--0  E DESKTOP COMMON MOVE 2E GSD
0528--0  E DESKTOP COMMON MOVE 3L GSD
0529--0  E DESKTOP COMMON MOVE 4G
0530--0  E DESKTOP COMMON MOVE 5P
0531--0  E DESKTOP COMMON MOVE 7G
0532--0  E DESKTOP CROSS 1X 2E
0533--0  E DESKTOP CROSS 1X 2E GSD
0534--0  E DESKTOP CROSS 7G 4G
0535--0  E DESKTOP CROSS 7G 8M
0536--0  E DESKTOP MOVE 4G MATT 01
0537--0  E DESKTOP MOVE 4G PUBLIC
0538--0  E DESKTOP MOVE 5P MATT 01
0539--0  E DESKTOP MOVE 5P PUBLIC
0540--0  E DESKTOP MOVE 7G MATT 01
0541--0  E DESKTOP MOVE 7G MATT 02
0542--0  E DESKTOP MOVE 7G MATT 03
0543--0  E DESKTOP MOVE 7G MATT 04
0544--0  E DESKTOP MOVE 7G PUBLIC
0545--0  E DESKTOP MOVE 8M MATT 01
0546--0  E DESKTOP MOVE 8M PUBLIC
0547--0  E DESKTOP MOVE 8M PUBLIC _ GSD
0548--0  E FAVS TO FAVS 02
0549--0  E STARTMENU 1X __ # 0
0550--0  E STARTMENU 2E __ # 0
0551--0  E STARTMENU 3L __ # 0
0552--0  E STARTMENU 4G __ # 0
0553--0  E STARTMENU 5P __ # 0
0554--0  E STARTMENU 7G __ # 0
0555--0  E STARTMENU 8M __ # 0
0556--0  E STARTMENU COMMON MOVE 1X
0557--0  E STARTMENU COMMON MOVE 2E
0558--0  E STARTMENU COMMON MOVE 2E GSD
0559--0  E STARTMENU COMMON MOVE 3L GSD
0560--0  E STARTMENU COMMON MOVE 4G GSD
0561--0  E STARTMENU COMMON MOVE 5P GSD
0562--0  E STARTMENU COMMON MOVE 7G
0563--0  E STARTMENU COMMON MOVE 8M
0564--0  E STARTMENU CROSS 1X 1E
0565--0  E STARTMENU CROSS 1X 1E GSD
0566--0  E STARTMENU PROGRAM DATA 3L
0567--0  E STARTMENU PROGRAM DATA 4G
0568--0  E STARTMENU PROGRAM DATA 5P
0569--0  E STARTMENU PROGRAM DATA 7G
0570--0  E STARTMENU PROGRAM DATA 8M
0571--0  E STARTMENU SENDTO 1X
0572--0  E STARTMENU SENDTO 2E
0573--0  E STARTMENU SENDTO 3L
0574--0  E STARTMENU SENDTO 4G
0575--0  E STARTMENU SENDTO 5P
0576--0  E STARTMENU SENDTO 7G
0577--0  E STARTMENU SENDTO 8M
0578--0  E STARTMENU STARTUP DELAYED 1X
0579--0  E STARTMENU STARTUP DELAYED 2E
0580--0  E STARTMENU STARTUP DELAYED 3L
0581--0  E STARTMENU STARTUP DELAYED 4G
0582--0  E STARTMENU STARTUP DELAYED 5P
0583--0  E STARTMENU STARTUP DELAYED 7G
0584--0  E STARTMENU STARTUP DELAYED 8M
0585--x--E STARTUP CROSS 0____ ____ ____
0586--0  E STARTUP CROSS 7G 1X
0587--0  E STARTUP CROSS 7G 2E
0588--0  E STARTUP CROSS 7G 2E GSD
0589--0  E STARTUP CROSS 7G 3L
0590--0  E STARTUP CROSS 7G 4G
0591--0  E STARTUP CROSS 7G 5P
0592--0  E STARTUP CROSS 7G 8M
0593--x--GD _ GOOGLE DRIVE CLOUD ___ ___ ___
0594--0  GD CLOUD FAMILY CONTACT EDDIE MARIANNE
0595--x--GD COMPUTER CODE 0_ON-LINE SHARE ___ ___
0596--0  GD COMPUTER CODE VB 00 VB6 00_BEST_VB_01
0597--0  GD COMPUTER CODE VB 01 VB6 VB-NT
0598--0  GD COMPUTER CODE VB 02 VB6
0599--0  GD COMPUTER CODE VB 04 VB6 _ EXE VERIFY
0600--0  GD COMPUTER CODE VB _ FAT32 _ FOLDER
0601--0  GD COMPUTER CODE VB_02_GD _ MOVE MS INSTALLER CODE VB
0602--0  GD COMPUTER CODE VB_03_GD _ COPY _ ROOT FOLDER FOR GD
0603--x--GD VIDEO ____ ____ ____ ____
0604--0  GD VIDEO YOUTUBE PREPER
0605--x--GD WINAMP  ____ ____ ____ ____
0606--0  GD WINAMP HDD TAIL LOGGER OF WINAMP FNOOB 7G __ 01 SELECTION
0607--0  GD WINAMP RR PROJECT AHK WINAMP PLAY ALL THE TIME
0608--0  GD WINAMP RR TAIL LOGGER OF WINAMP FNOOB 7G __02
0609--0  GD WINAMP RR TAIL LOGGER OF WINAMP FNOOB 7G WITH AUDIO GOOGLE DRIVE ROIDSRIM
0610--0  GD WINAMP RR TAIL LOGGER OF WINAMP FNOOB 7G WITH AUDIO GOOGLE DRIVE ROIDSRIM __ 1 FILE
0611--x--Google ____ ____ ____ _____
0612--0  GOOGLE DRIVE _METL_ AUDIO
0613--0  GOOGLE DRIVE _RUB_  0 00 LOGGERS TEXT
0614--0  GOOGLE DRIVE _RUB_ 0 00 ART _00 MY PICTURE
0615--0  GOOGLE DRIVE _RUB_ 0 00 ART _01 LARGE
0616--0  GOOGLE DRIVE _RUB_ 0 00 ART _02 OTHER
0617--0  GOOGLE DRIVE _RUB_ 0 00 ART _Z COMPARE
0618--0  GOOGLE DRIVE _RUB_ 0 00 ART LOGGER
0619--0  GOOGLE DRIVE _RUB_ 0 00 ART LOGGERS - WEBCAM
0620--0  GOOGLE DRIVE _RUB_ AUDIO - 01 SOUND EFFECT
0621--0  GOOGLE DRIVE _RUB_ AUDIO - AUDIO
0622--0  GOOGLE DRIVE _RUB_ AUDIO - MUSIC
0623--0  GOOGLE DRIVE _RUB_ DOWNLOADS C
0624--0  GOOGLE DRIVE _RUB_ DOWNLOADS D
0625--0  GOOGLE DRIVE _RUB_ DOWNLOADS D VIDEO
0626--0  GOOGLE DRIVE _RUB_ FAT32 4GB
0627--0  GOOGLE DRIVE _RUB_ PHOTO 02
0628--0  GOOGLE DRIVE _RUB_ RF
0629--0  GOOGLE DRIVE _RUB_ SCRIPTOR
0630--0  GOOGLE DRIVE _RUB_ URL FAV
0631--0  GOOGLE DRIVE _RUB_ USERS_BAK
0632--0  GOOGLE DRIVE _RUB_ VB 01 VB6 00_BEST_VB_01
0633--0  GOOGLE DRIVE _RUB_ VB 02 VB6_NT
0634--0  GOOGLE DRIVE _RUB_ VB 03 VB6
0635--0  GOOGLE DRIVE _RUB_ VIDEO
0636--0  GOOGLE DRIVE _RUB_ VIDEO CCSS NVMS-1000
0637--x--HDD 00 _ HDD & PEN DIRVE EXTERNAL ___ ___ ___
0638--x--HDD ADATA 0 ADATA 2TB HDD ___ ___ ___
0639--x--HDD ADATA 0 ADATA MILITARY SHOCK WATER PROOF ___ ___
0640--0  HDD ADATA C BAT
0641--0  HDD ADATA C C DRIVE ROOT
0642--0  HDD ADATA C C DRIVE ROOT LOGGER
0643--0  HDD ADATA C C DRIVE ROOT NOT WANT
0644--0  HDD ADATA C DOWNLOAD
0645--0  HDD ADATA C DOWNLOAD INFO
0646--0  HDD ADATA C DRV
0647--0  HDD ADATA C GOODSYNC
0648--0  HDD ADATA C GOODSYNC CHIME
0649--0  HDD ADATA C HBCD
0650--0  HDD ADATA C IMAGES
0651--0  HDD ADATA C ISO
0652--0  HDD ADATA C JOYPAD
0653--0  HDD ADATA C MAKE_PE3
0654--0  HDD ADATA C MINIPE
0655--0  HDD ADATA C MSDOS6.22
0656--0  HDD ADATA C NST
0657--0  HDD ADATA C PROGRAM FILES ROOT
0658--0  HDD ADATA C PSTART
0659--0  HDD ADATA C RF
0660--0  HDD ADATA C ROBOFORM
0661--0  HDD ADATA C SCRIPTOR
0662--0  HDD ADATA C SxS_Fix_Win7PE
0663--0  HDD ADATA C TEMP
0664--0  HDD ADATA C TEMP ROOT
0665--0  HDD ADATA C Users_BAK
0666--0  HDD ADATA C UTILS
0667--0  HDD ADATA C WIN_10_PRO_________£189.99_2016-11-13 -- GRUB_4_DOS
0668--0  HDD ADATA C WIN_XP_PRO_SP2____£92.25__2006-10-30
0669--0  HDD ADATA C WINDOW98
0670--0  HDD ADATA C X86
0671--0  HDD ADATA D #0 1 INSTALLATIONS
0672--0  HDD ADATA D 03_MICROSOFT
0673--0  HDD ADATA D DSC
0674--0  HDD ADATA D MUSIC
0675--0  HDD ADATA E FAT32 4GB
0676--x--HDD S01 0 EXTERNAL HDD SAMSUNG_01 4TB ___ ___
0677--0  HDD S01 C 0 00 LOGGERS TEXT
0678--0  HDD S01 C BAT
0679--0  HDD S01 C C DRIVE ROOT
0680--0  HDD S01 C C DRIVE ROOT LOGGER
0681--0  HDD S01 C C DRIVE ROOT NOT WANT
0682--0  HDD S01 C CAPTURE
0683--0  HDD S01 C DOWNLOAD
0684--0  HDD S01 C DOWNLOAD ____ INFO
0685--0  HDD S01 C DRV
0686--0  HDD S01 C GOODSYNC
0687--0  HDD S01 C GOODSYNC CHIME
0688--0  HDD S01 C HBCD
0689--0  HDD S01 C IMAGES
0690--0  HDD S01 C ISO
0691--0  HDD S01 C JOYPAD
0692--0  HDD S01 C MAKE_PE3
0693--0  HDD S01 C MINIPE
0694--0  HDD S01 C MSDOS6.22
0695--0  HDD S01 C NST
0696--0  HDD S01 C PROGRAM FILES ROOT
0697--0  HDD S01 C PSTART
0698--0  HDD S01 C RF
0699--0  HDD S01 C ROBOFORM
0700--0  HDD S01 C SCRIPTER
0701--0  HDD S01 C SxS_Fix_Win7PE
0702--0  HDD S01 C TEMP
0703--0  HDD S01 C TEMP ROOT
0704--0  HDD S01 C USERS_BAK
0705--0  HDD S01 C USERS_BAK GSD
0706--0  HDD S01 C UTILS
0707--0  HDD S01 C WIN_10_PRO_________£189.99_2016-11-13 -- GRUB_4_DOS
0708--0  HDD S01 C WIN_XP_PRO_SP2____£92.25__2006-10-30
0709--0  HDD S01 C WINDOW98
0710--0  HDD S01 C X86
0711--0  HDD S01 E FAT32_4GB
0712--0  HDD S01 E FAT32_4GB - GSD
0713--x--HDD S02 0 EXTERNAL HDD SAMSUNG 4TB ___ ___
0714--x--HDD S02 0 PORTABLE 2.5 INCH HDD SAMSUNG 4TB ___ ___
0715--0  HDD S02 C 0 00 LOGGERS TEXT
0716--0  HDD S02 C BAT
0717--0  HDD S02 C C DRIVE ROOT
0718--0  HDD S02 C C DRIVE ROOT _ GSD
0719--0  HDD S02 C C DRIVE ROOT LOGGER _ GSD
0720--0  HDD S02 C C DRIVE ROOT NOT WANT
0721--0  HDD S02 C CAPTURE
0722--0  HDD S02 C DOWNLOAD
0723--0  HDD S02 C DOWNLOAD ____ INFO
0724--0  HDD S02 C DRV
0725--0  HDD S02 C GOODSYNC
0726--0  HDD S02 C GOODSYNC CHIME
0727--0  HDD S02 C HBCD
0728--0  HDD S02 C IMAGES
0729--0  HDD S02 C ISO
0730--0  HDD S02 C JOYPAD
0731--0  HDD S02 C MAKE_PE3
0732--0  HDD S02 C MINIPE
0733--0  HDD S02 C MSDOS6.22
0734--0  HDD S02 C NST
0735--0  HDD S02 C PROGRAM FILES ROOT
0736--0  HDD S02 C PSTART
0737--0  HDD S02 C RF
0738--0  HDD S02 C ROBOFORM
0739--0  HDD S02 C SCRIPTER
0740--0  HDD S02 C SxS_Fix_Win7PE
0741--0  HDD S02 C TEMP
0742--0  HDD S02 C TEMP ROOT
0743--0  HDD S02 C USERS_BAK
0744--0  HDD S02 C USERS_BAK GSD
0745--0  HDD S02 C UTILS
0746--0  HDD S02 C WIN_10_PRO_________£189.99_2016-11-13 -- GRUB_4_DOS
0747--0  HDD S02 C WIN_XP_PRO_SP2____£92.25__2006-10-30
0748--0  HDD S02 C WINDOW98
0749--0  HDD S02 C X86
0750--0  HDD S02 E FAT32_4GB
0751--x--HDD S128 _ SAMSUNG 128GB ___ ___ ___
0752--0  HDD S128 C BAT
0753--0  HDD S128 C C DRIVE ROOT CROSS
0754--0  HDD S128 C DOWNLOAD
0755--0  HDD S128 C DOWNLOAD INFO
0756--0  HDD S128 C GOODSYNC
0757--0  HDD S128 C HBCD
0758--0  HDD S128 C ISO
0759--0  HDD S128 C ISO_IMAGE
0760--0  HDD S128 C PSTART
0761--0  HDD S128 C RF __ USB
0762--0  HDD S128 C ROBOFORM
0763--0  HDD S128 C SCRIPTOR
0764--0  HDD S128 D 0 MY DOC
0765--0  HDD S128 E 0 FAT32 _ #F32
0766--x--HDD SAMSUNG S5 0 MOBILE SMARTPHONE ANDRIOD ___ ___
0767--0  HDD SAMSUNG S5 _ AUDIO - MIDI_0_MTP
0768--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD
0769--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (01)
0770--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (02)
0771--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (03)
0772--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (04)
0773--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (05)
0774--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (06)
0775--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (07A)
0776--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (07B)
0777--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (07D)
0778--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (08)
0779--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (09)
0780--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (10)
0781--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (11)
0782--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (12)
0783--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (13)
0784--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (14)
0785--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (15)
0786--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (17)
0787--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (18)
0788--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (19)
0789--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (20)
0790--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (21)
0791--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (22)
0792--0  HDD SAMSUNG S5 _ AUDIO - MIDI_GSD (23)
0793--x--HDD Z EDDIE ELEMENT 0___ ___ ___ ___
0794--0  HDD Z EDDIE ELEMENT 1TB - C
0795--0  HDD Z EDDIE ELEMENT 1TB - D 100%
0796--0  HDD Z EDDIE ELEMENT 1TB - D 50%
0797--0  HDD Z EDDIE ELEMENT 1TB - E
0798--x--MINI ____ ____ ____ _____
0799--0  MINI PEN DRIVE 32 GIG
0800--0  MINI PEN DRIVE 32 GIG - E
0801--0  MINI PEN DRIVE 32 GIG - EDDIE
0802--0  MINI PEN DRIVE 32 GIG - EDDIE E
0803--0  MINI PEN DRIVE 32 GIG - MARIANNE
0804--0  MINI PEN DRIVE 32 GIG - MARIANNE E
0805--0  MINI PEN DRIVE USB_32_GB 01 of 42 HDD
0806--0  MINI PEN DRIVE USB_32_GB 02 of 04 HDD -- VB
0807--0  MINI PEN DRIVE USB_32_GB 03 of 04 PEN_USB
0808--0  MINI PEN DRIVE USB_32_GB 04 of 02 PEN USB - - VB -- ON HOLD
0809--0  MOVE Pictures From ACER
0810--0  MOVE Scanner From ASUS EEE -- WORK TO DO
0811--x--NOKIA 0 _ MY NOKIA MEMORY CARD JOB SET____ ____
0812--0  NOKIA CONTACTS GOOGLE Eddie
0813--0  NOKIA CONTACTS GOOGLE Marianne
0814--0  NOKIA CONTACTS GOOGLE Me
0815--0  NOKIA DAD GOOGLE EDDIE
0816--0  NOKIA DAD GOOGLE MARI & EDDIE
0817--0  NOKIA DAD GOOGLE MARIANNE
0818--0  NOKIA E72 DAD
0819--0  NOKIA E72 DAD COMMON
0820--0  NOKIA E72 DAD CONTACTS
0821--x--NOKIA ME -- ____ ____ ____ _____
0822--0  NOKIA ME -- E72
0823--0  NOKIA ME -- E72 COMMON
0824--0  NOKIA ME -- E72 CONTACTS
0825--0  NOKIA ME -- E72 CONTACTS SYNC TEST
0826--0  NOKIA ME -- E72 ODD
0827--0  NOKIA ME -- E72 ODD COMMON
0828--0  NOKIA ME -- ODD CONTACTS
0829--0  NOKIA OUTDOOR _ 128GB TO BACK_ER 01
0830--0  NOKIA OUTDOOR _ 128GB TO BACK_ER 02
0831--0  NOKIA OUTDOOR _ NOKIA BT TO BACK_ER PEN_DRIVE_SAME
0832--0  NOKIA OUTDOOR _ NOKIA VF TO BACK_ER PEN_DRIVE_SAME
0833--0  NOKIA OUTDOOR _ NOKIA VF TO BACK_ER PEN_DRIVE_SAME _ PAY_AS_GO
0834--0  NVR-1000 --- AVI & IMG-ON D DR  GOOGLE
0835--0  NVR-1000 NVR DRIVE TO ASUS-CLOUD
0836--x--QNAP 0 NAS QNAP-TAS-268 A-4-ANDRIOD ____ ____
0837--0  QNAP 00-00 PUBLIC SYNC GUEST UPLOAD 01
0838--0  QNAP 01-00 PUBLIC MOVE SOURCE COPY 10 MIN
0839--0  QNAP 01-00 PUBLIC MOVE SOURCE MOVE 4 HOUR
0840--0  QNAP 01-01 PUBLIC MOVE SOURCE MOVE 2 DAY
0841--0  QNAP 01-02 MUSIC
0842--0  QNAP 02-02 ART WORK 1 PICTURE ME AND INTERNET
0843--0  QNAP 02-02 ART WORK 2 CLIPPER HOT KEY
0844--0  QNAP 02-02 ART WORK 3 WEB CAM
0845--0  QNAP 02-02 ART WORK 4 DOS 6.22
0846--0  QNAP 02-03 DSC
0847--0  QNAP 02-03 DSC 2018+
0848--0  QNAP 02-05 CAMERA VIDEO DSC ALL
0849--0  QNAP 03-02 DOWNLOAD DR-C
0850--0  QNAP 03-02 DOWNLOAD DR-D
0851--0  QNAP 04-01 SW - CODE - SCRIPTER
0852--0  QNAP 04-01 SW - CODE - VB-DOS
0853--0  QNAP 04-01 SW - CODE - VB6
0854--0  QNAP 04-01 SW - CODE - VB6 NT
0855--0  QNAP 04-01 SW - E DRIVE FAT32
0856--0  QNAP 04-02 SW - SOFTWARE INSTALL
0857--0  QNAP 04-02 SW - SOFTWARE MICROSOFT
0858--0  QNAP 04-04 SW - C DRIVE ROOT
0859--0  QNAP 04-04 SW - C GOODSYNC
0860--0  QNAP 04-04 SW - C HBCD
0861--0  QNAP 04-04 SW - C IMAGES
0862--0  QNAP 04-04 SW - C ISO
0863--0  QNAP 04-04 SW - C LOGGERS TEXT
0864--0  QNAP 04-04 SW - C MAKE_PE3
0865--0  QNAP 04-04 SW - C MINIPE
0866--0  QNAP 04-04 SW - C MSDOS6.22
0867--0  QNAP 04-04 SW - C NST
0868--0  QNAP 04-04 SW - C PSTART
0869--0  QNAP 04-04 SW - C ROBOFORM
0870--0  QNAP 04-04 SW - C WINDOW98
0871--0  QNAP 04-04 SW - C x86
0872--0  QNAP 05-02 TEXT - BT CLOUD SYNC
0873--x--SYNC STARTMENU # 0 ____ ____ ____ _____
0874--0  SYNC StartMenu # 0-MENU - WIN-XP-1X - WIN-00-2E XP
0875--0  SYNC StartMenu # 0-MENU - WIN-XP-1X - WIN-07-3L
0876--0  SYNC StartMenu # 0-MENU - WIN-XP-1X - WIN-10-4G
0877--0  SYNC StartMenu # 0-MENU - WIN-XP-1X - WIN-10-5P
0878--0  SYNC StartMenu # 0-MENU - WIN-XP-1X - WIN-10-7G
0879--x--SYNC StartMenu NETWORK - 00 ____ ____
0880--0  SYNC StartMenu NETWORK - 7G -TO- 1X
0881--0  SYNC StartMenu NETWORK - 7G -TO- 2E
0882--0  SYNC StartMenu NETWORK - 7G -TO- 3L
0883--0  SYNC StartMenu NETWORK - 7G -TO- 5P
0884--x--SYNC WIN 00 SEND TO ____ ____
0885--0  SYNC WIN 10-WIN 00 XP 2X SEND-TO F32
0886--0  SYNC WIN 10-WIN 07 3L SEND-TO F32
0887--0  SYNC WIN 10-WIN 07 5P SEND-TO F32
0888--0  SYNC WIN 10-XP SEND-TO F32
0889--x--VB 0 __ ALL MY BASIC  BASIC SOFTWARE ____ ____
0890--x--VB ARCHIVE 00 VB6 ____ ____ ____ ____
0891--0  VB ARCHIVE 4G VB6 - 30 DAY ARCHIVE - CODE
0892--0  VB ARCHIVE 7G VB6 - 30 DAY ARCHIVE - CODE
0893--0  VB ARCHIVE 8M VB6 - 30 DAY ARCHIVE - CODE
0894--x--VB EXE SYNC 0 MIRROR COMPILE WHILE NETWORK MIRROR___ ___
